YNL316C	YOL082W
YLR071C	YPR187W
YBL016W	YPL049C
YPL155C	YPL269W
YHR118C	YPL008W
YKL065C	YPL264C
YMR165C	YNL307C
YGL112C	YML010W
YDL030W	YLR117C
YDR479C	YEL042W
YNL301C	YOL127W
YBR200W	YGL190C
YDR080W	YPL045W
YDR224C	YLR442C
YBR247C	YOR119C
YDR032C	YER145C
YGL180W	YKL048C
YML054C	YPL063W
YIL093C	YNR037C
YBL016W	YDL159W
YBR183W	YDR039C
YBL003C	YJL138C
YHR052W	YOL041C
YDR188W	YMR049C
YGL112C	YNL039W
YDR131C	YOL133W
YBR082C	YDL190C
YNL055C	YOL087C
YBR146W	YOR204W
YGR284C	YOL132W
YKL095W	YPL037C
YDR032C	YPL058C
YBR105C	YMR135C
YDR318W	YPL018W
YLR304C	YOL006C
YFL011W	YPL240C
YDR457W	YDR463W
YOR326W	YPL249C
YAL010C	YNL026W
YDL014W	YEL054C
YDR208W	YOR181W
YHR135C	YPR143W
YDR130C	YER165W
YIR037W	YKL028W
YDR374C	YLR423C
YGL187C	YLR203C
YHR156C	YOR181W
YER186C	YNL255C
YDR523C	YEL060C
YJL186W	YOL018C
YLL024C	YPL110C
YEL041W	YHR115C
YDL186W	YHR079C
YDR437W	YPL076W
YEL034W	YOR063W
YFR028C	YIL035C
YGL234W	YJR123W
YDL019C	YOR181W
YFR009W	YNL272C
YFR040W	YHR114W
YDR386W	YML074C
YCR024C-A	YDL212W
YJL138C	YNL255C
YHR135C	YKL042W
YAL020C	YHL007C
YDR030C	YIL142W
YBR234C	YMR105C
YBL093C	YBR193C
YDR158W	YLL039C
YDR172W	YLL024C
YLR083C	YOR071C
YDL217C	YHR005C-A
YDR247W	YPR010C
YBR072W	YJR043C
YIR010W	YOR304W
YGL245W	YPL201C
YDR295C	YNL154C
YLR435W	YNL207W
YKL180W	YMR142C
YHR079C	YOL082W
YLR287C	YOR231W
YFR028C	YJR066W
YMR192W	YPR154W
YBR154C	YNL251C
YGR068C	YGR080W
YKR008W	YLR321C
YDR240C	YKL012W
YCL014W	YJL052W
YBL104C	YER172C
YGR056W	YOR319W
YDR416W	YKL095W
YDR392W	YMR223W
YJR112W	YMR198W
YCL032W	YIL118W
YKL116C	YNL022C
YLL039C	YLR276C
YKR008W	YML127W
YBL003C	YOR304W
YER162C	YLL039C
YMR194W	YOL040C
YNL085W	YOL133W
YDR508C	YIL114C
YCL025C	YML038C
YBR105C	YMR061W
YDR257C	YLL039C
YKR006C	YNL252C
YAR019C	YNL307C
YJR002W	YLR222C
YBR119W	YPR182W
YMR233W	YNL154C
YBL038W	YDR116C
YBL007C	YBL037W
YBL101C	YNL225C
YFR043C	YLL039C
YGL086W	YOR026W
YLR320W	YNL055C
YKL124W	YOR326W
YBR109C	YFL014W
YCR086W	YDR224C
YKR066C	YNL299W
YGR056W	YNL307C
YJL168C	YKR081C
YNL255C	YOL133W
YCR084C	YNL021W
YBR200W	YOR181W
Q0085	YJR121W
YMR049C	YOR063W
YIL035C	YNL207W
YDL030W	YPR182W
YNR054C	YPL240C
YDR062W	YEL022W
YBR080C	YBR200W
YBL093C	YHR058C
YLR429W	YOL012C
YBL104C	YPL259C
YOR290C	YPR102C
YBL051C	YDL165W
YKL144C	YNL113W
YJR121W	YKL016C
YOL091W	YPL018W
YBR142W	YGL078C
YKL012W	YLR116W
YHR052W	YIR010W
YDR212W	YLL039C
YKL109W	YMR117C
YGR149W	YNL181W
YGR232W	YNL255C
YDL087C	YHR165C
YJL187C	YNL206C
YER023W	YKR048C
YEL009C	YGL025C
YJL014W	YJL111W
YNL097C	YPL181W
YBL072C	YOL127W
YBR251W	YML065W
YDL075W	YOL040C
YAL005C	YLR357W
YLR249W	YML069W
YDR496C	YKL185W
YDL197C	YNL124W
YCR014C	YFR052W
YJL052W	YOR117W
YDL227C	YMR308C
YNL216W	YPR052C
YGR192C	YPL240C
YFR014C	YLR030W
YMR236W	YPL101W
YFR014C	YPL100W
YLR168C	YNL131W
YDR086C	YEL002C
YKL166C	YOL016C
YGR167W	YNL183C
YBL045C	YOR065W
YDL101C	YKR097W
YMR205C	YPR152C
YBL039C	YDR388W
YBR194W	YPL237W
YCL059C	YDL014W
YLL011W	YPL126W
YMR238W	YNL307C
YDL159W	YFR028C
YCR084C	YCR088W
YHR007C	YNL280C
YFL005W	YOR117W
YER036C	YNL185C
YGL158W	YHR099W
YNL300W	YPL076W
YJR002W	YJR123W
YJR043C	YNL307C
YGR252W	YIL149C
YHR135C	YPL078C
YOL054W	YPR120C
YDR226W	YML064C
YFL039C	YOR189W
YGR234W	YNL106C
YIL091C	YPR137W
YLR034C	YMR215W
YCR038C	YLR293C
YDR100W	YHR016C
YDR194C	YHR052W
YBR011C	YMR267W
YDR101C	YMR308C
YGR141W	YNL255C
YAL042W	YPL240C
YJL041W	YOR181W
YMR010W	YOR233W
YER172C	YOR159C
YGL206C	YIL094C
YER119C	YPL240C
YLR429W	YNL106C
YJL187C	YNL227C
YDR176W	YPL011C
YJL039C	YMR205C
YDR012W	YDR101C
YGR060W	YPL076W
YAL005C	YNL025C
YDL208W	YOR340C
YDR168W	YDR463W
YNR007C	YOR160W
YMR117C	YMR224C
YJR145C	YML065W
YJL148W	YNL255C
YBR094W	YDL015C
YGL031C	YIR010W
YGL242C	YMR109W
YER148W	YFL037W
YBR119W	YKL012W
YDR404C	YML010W
YBL038W	YNL252C
YBR200W	YPL232W
YDR086C	YOR117W
YHR179W	YLR427W
YDL075W	YHR197W
YCR012W	YGR252W
YOR239W	YPL141C
YEL002C	YIL016W
YIR026C	YMR049C
YLL039C	YLR148W
YLR186W	YMR093W
YCR084C	YDL005C
YDL208W	YGL078C
YFR014C	YNR064C
YGR234W	YLL039C
YHR197W	YOL127W
YDR091C	YJR145C
YJL173C	YNL255C
YEL018W	YJL081C
YLR262C	YLR304C
YGR142W	YJL053W
YMR183C	YNR049C
YDL190C	YPL240C
YDR100W	YER157W
YDR006C	YLR192C
YDR414C	YER118C
YCL048W	YNL255C
YNL281W	YPL240C
YDR348C	YLL039C
YGR278W	YHR165C
YMR240C	YPL151C
YJR091C	YOR317W
YML065W	YMR241W
YDR152W	YPL141C
YHR016C	YOR181W
YFL039C	YOL012C
YGL112C	YNL216W
YDR012W	YKL009W
YLL039C	YLR249W
YGR129W	YPL151C
YLL039C	YOR026W
YFL005W	YLL039C
YGL059W	YKL166C
YER054C	YFR014C
YBR041W	YGR192C
YFR004W	YJR148W
YLR222C	YNL138W
YHR094C	YIL121W
YAL047C	YEL061C
YLR383W	YMR190C
YGR027C	YKL180W
YJR009C	YML056C
YDR172W	YOR069W
YBR253W	YHR041C
YGL095C	YOR036W
YHR135C	YKR079C
YOR294W	YPR161C
YER116C	YJL187C
YAL013W	YNL255C
YBR221C	YPL259C
YBL016W	YOL023W
YDL078C	YPL240C
YDL208W	YJL148W
YGL098W	YLR268W
YOR181W	YPL240C
YCR042C	YDR167W
YGR183C	YML086C
YBL007C	YNL154C
YDR386W	YFR001W
YNL064C	YOL006C
YBR193C	YGR104C
YLR223C	YNL216W
YOL016C	YPR152C
YJR132W	YLR293C
YMR165C	YOR119C
YPR034W	YPR081C
YDR303C	YIR010W
YCL040W	YFR004W
YDR086C	YLR288C
YNL255C	YOR298C-A
YAL034W-A	YJL057C
YGR048W	YKL213C
YGL206C	YHR161C
YDR028C	YDR188W
YLL039C	YOL096C
YNL255C	YPL178W
YHR216W	YMR142C
YNL064C	YNL073W
YDL075W	YNR053C
YMR216C	YNL112W
YLR330W	YOR290C
YBR191W	YDR130C
YHR042W	YJR117W
YHR135C	YLR438W
YEL039C	YOR117W
YBR155W	YNL209W
YFL036W	YMR136W
YDR412W	YFR001W
YAL043C	YNL313C
YER145C	YGR138C
YGR229C	YLR330W
YJL180C	YJR121W
YMR314W	YOR157C
YBL072C	YDR418W
YHL042W	YJR117W
YMR115W	YPR024W
YCR063W	YLR117C
YAL005C	YOR133W
YOL041C	YPR161C
YAL005C	YDR301W
YJL025W	YOR380W
YBR082C	YHR115C
YGR155W	YLL039C
YIL034C	YJL187C
YBR142W	YER148W
YJL034W	YLL039C
YEL009C	YOR117W
YLR388W	YNL255C
YHL007C	YNR019W
YGR255C	YOL096C
YGL070C	YJL168C
YER105C	YLR208W
YLR438C-A	YPR182W
YDL055C	YLR259C
YIL030C	YML013W
YIL107C	YML106W
YLR423C	YML064C
YFR004W	YIR035C
YNL136W	YNL154C
YDR479C	YGR284C
YFL005W	YFL038C
YLL039C	YPL058C
YDL100C	YKR100C
YJR121W	YPL271W
YDR322C-A	YOR335C
YDL014W	YER147C
YDL154W	YMR224C
YFL021W	YML065W
YGR082W	YNL003C
YHL014C	YPR074C
YLR182W	YML069W
YDR388W	YDR515W
YLL039C	YMR110C
YBR109C	YKL067W
YLR265C	YOR005C
YDR335W	YGL092W
YBR142W	YLR029C
YER179W	YPR183W
YFR031C-A	YJR145C
YGR252W	YMR236W
YAR027W	YGL129C
YKR068C	YNL255C
YDR170C	YNL183C
YJR070C	YOL045W
YFR031C-A	YKL068W
YJL085W	YLR247C
YBR083W	YMR164C
YAL005C	YDL019C
YDR233C	YIR010W
YGL201C	YOR157C
YCL037C	YDL160C
YDR141C	YNL297C
YKL145W	YOL013C
YDR479C	YOL003C
YDR312W	YHR135C
YDL055C	YDR135C
YFL023W	YMR190C
YDR427W	YMR314W
YJR007W	YLR199C
YGL043W	YPR008W
YGR135W	YKR070W
YBL045C	YLR132C
YFR052W	YGL178W
YCR063W	YPL151C
YNL255C	YPL196W
YCL032W	YHL024W
YJL052W	YML056C
YKL166C	YMR223W
YFL042C	YGR017W
YER155C	YJR066W
YJL187C	YNL027W
YFR014C	YPR152C
YDR293C	YML064C
YAR019C	YOR233W
YER179W	YML064C
YML086C	YPL186C
YHR135C	YMR165C
YDL065C	YDR329C
YNL172W	YOR315W
YCL057W	YNL307C
YNL283C	YPL058C
YGL112C	YPL011C
YEL051W	YML121W
YFL054C	YHR135C
YML010W	YPR041W
YHL007C	YLL039C
YOL034W	YOL082W
YBL045C	YKL095W
YBR146W	YBR251W
YKL020C	YOR124C
YIL035C	YOR123C
YCL056C	YJL185C
YHR007C	YKR072C
YML065W	YPR137W
YER036C	YHR169W
YDL226C	YOR181W
YPR052C	YPR187W
YJR144W	YNL255C
YGL180W	YNL304W
YJR117W	YLR018C
YDR229W	YGL179C
YDL116W	YDR335W
YDR122W	YGR238C
YFL039C	YLR399C
YJL041W	YLL024C
YNL125C	YPL240C
YJL187C	YPL181W
YHR081W	YOL142W
YKL129C	YMR109W
YDR308C	YNR010W
YKL060C	YPR093C
YDL167C	YLL039C
YNL209W	YOR117W
YGR130C	YKL193C
YDL055C	YHR128W
YLR083C	YPL240C
YIR010W	YOL041C
YBR191W	YFR032C-A
YDR468C	YKR020W
YGL181W	YGR167W
YBR191W	YDR418W
YDR405W	YPL173W
YGL216W	YGL254W
YAR019C	YPL026C
YBR189W	YMR242C
YDR177W	YPL269W
YDR388W	YPL077C
YDR137W	YLR262C
YAL035W	YOR361C
YDR304C	YHR097C
YJL123C	YNL330C
YNL096C	YPR067W
YBL011W	YCL024W
YDR497C	YER145C
YAL013W	YNL097C
YDR012W	YHR052W
YJL145W	YLR266C
YLR186W	YLR222C
YDL075W	YLR448W
YML049C	YOR319W
YBR221C	YKL117W
YDR285W	YLR263W
YER148W	YOL012C
YLL036C	YML046W
YCR014C	YFR010W
YDR501W	YGR138C
YFR028C	YKL001C
YAL005C	YNL157W
YLR048W	YML065W
YGL147C	YLL045C
YJL090C	YLR098C
YBL093C	YGL025C
YML051W	YNR010W
YLR377C	YOR070C
YOL041C	YOL127W
YGL096W	YOR319W
YDR068W	YMR010W
YDR482C	YER172C
YIL035C	YLR387C
YGL180W	YOR123C
YGL245W	YMR049C
YDR359C	YNL136W
YBL003C	YOR290C
YDR227W	YER164W
YGL190C	YHR016C
YDL030W	YDL098C
YKL207W	YMR176W
YGR274C	YMR227C
YLR357W	YML127W
YFR004W	YOR128C
YGR155W	YOR117W
YDR468C	YLR330W
YBR287W	YPL235W
YGL023C	YKR007W
YER072W	YNL255C
YCR077C	YGL143C
YJR007W	YOR361C
YKL166C	YPR160W
YGL190C	YML109W
YHL042W	YKL065C
YER077C	YLR233C
YER054C	YGL134W
YCL037C	YNL255C
YDR211W	YOL128C
YNL255C	YPL237W
YBR042C	YHL007C
YOL135C	YPL248C
YJL140W	YLR071C
YJR066W	YNL229C
YDR471W	YJR123W
YJL187C	YMR049C
YER146W	YOR320C
YML102W	YPR018W
YIL035C	YIR010W
YPL122C	YPR056W
YFR028C	YMR160W
YNL154C	YNR047W
YCR014C	YOR259C
YGL112C	YHR041C
YGL238W	YHR114W
YDL055C	YKL145W
YDL065C	YMR284W
YGR097W	YJL036W
YFR004W	YLR208W
YGL180W	YJR072C
YDR388W	YMR003W
YJR009C	YNL273W
YDL087C	YLL036C
YCR073W-A	YPL026C
YBR142W	YMR163C
YFR004W	YHR179W
YBR161W	YEL042W
YLL039C	YMR022W
YBL016W	YFR039C
YGR092W	YOL104C
YIR010W	YPL037C
YNL255C	YOL006C
YDR188W	YGR234W
YMR109W	YOR047C
YCL037C	YDL083C
YDR379W	YHL007C
YGL234W	YPR154W
YBR079C	YIL035C
YEL044W	YOR189W
YAR018C	YKL166C
YMR146C	YNL255C
YPL008W	YPL240C
YDR428C	YER123W
YLR259C	YOR201C
YAL038W	YOR117W
YJR009C	YLL039C
YHR079C	YPR198W
YFL036W	YJR144W
YDR416W	YOL016C
YDL030W	YOR191W
YBL081W	YPR173C
YDL209C	YLR424W
YDR150W	YLL039C
YER148W	YPL240C
YLL039C	YMR221C
YKL125W	YPR010C
YAL024C	YCR012W
YKL144C	YNL255C
YGR052W	YGR180C
YBR109C	YLR429W
YGR136W	YNL293W
YMR186W	YPR152C
YMR112C	YNR010W
YFR004W	YKL213C
YDR378C	YER146W
YDL203C	YNL154C
YJL090C	YNL262W
YDR515W	YPR161C
YIR010W	YLR075W
YER141W	YJL014W
YLR028C	YPL004C
YJL039C	YLL024C
YER118C	YJL062W
YNL005C	YNL252C
YDR212W	YOR117W
YFR014C	YPR035W
YDR224C	YDR365C
YGL237C	YJL138C
YML010W	YML035C
YBR221C	YFL018C
YIL078W	YOR117W
YBL050W	YBL078C
YDR356W	YGL093W
YDR227W	YOR191W
YLL024C	YLR310C
YGR186W	YNL255C
YDR452W	YNL217W
YKL009W	YKL014C
YFR028C	YOR265W
YHR114W	YLR426W
YNL207W	YOR119C
YLL011W	YPL240C
YCL054W	YDR412W
YJR112W	YOL054W
YNL255C	YOR159C
YJR117W	YLL039C
YLL039C	YOL025W
YJL034W	YMR307W
YDR100W	YDR501W
YMR314W	YNL229C
YMR072W	YOL006C
YIL035C	YKL160W
YLR259C	YLR320W
YLL039C	YOR197W
YDR129C	YLR203C
YDR364C	YIL030C
YDL209C	YNL255C
YFR030W	YGL150C
YDL150W	YPR190C
YLR116W	YMR216C
YJR066W	YMR216C
YHR016C	YKL129C
YAL005C	YMR165C
YDL056W	YLL036C
YMR140W	YPL037C
YAL005C	YPL110C
YNR046W	YOL061W
YLL024C	YPR010C
YKL152C	YNL255C
YHR169W	YLR153C
YHR174W	YNL127W
YDR260C	YFR036W
YGL059W	YJL084C
YDR365C	YDR388W
YHR052W	YIR026C
YGL023C	YML121W
YGR092W	YOL059W
YBL072C	YGL147C
YLL036C	YLR182W
YAR007C	YGL256W
YMR299C	YPL058C
YEL001C	YNL255C
YBR031W	YPR143W
YDR188W	YNL212W
YOL005C	YPR187W
YBR056W	YLL039C
YJR076C	YKL048C
YDL002C	YNL255C
YFL026W	YNL307C
YLR098C	YPR049C
YDR177W	YPR093C
YAR007C	YLR103C
YCR084C	YGR104C
YFL013C	YML065W
YGR192C	YJL039C
YFR004W	YIL033C
YDR167W	YOL012C
YBL003C	YFL013C
YMR072W	YNL255C
YLR429W	YMR109W
YIR010W	YLL024C
YBR040W	YCL040W
YNL157W	YPR080W
YGL180W	YJR092W
YNL272C	YOR267C
YDL064W	YLR263W
YDR092W	YHR137W
YBR059C	YPL223C
YOR117W	YPR010C
YDR001C	YPL026C
YDL212W	YEL017C-A
YBL072C	YMR229C
YDR130C	YPR010C
YDR429C	YOR204W
YCL040W	YLL039C
YLR060W	YOR231W
YBR207W	YOL132W
YNL005C	YNL255C
YGL180W	YNL272C
YDR174W	YGR275W
YIL159W	YPL240C
YHR050W	YJR015W
YDL006W	YFR028C
YAL053W	YBR023C
YDL055C	YMR142C
YGL091C	YNL255C
YBR253W	YMR112C
YBL038W	YNL255C
YLR262C	YMR186W
YKL152C	YLL036C
YDR227W	YDR365C
YDL223C	YNL154C
YGR280C	YNL255C
YBL003C	YDL105W
YMR106C	YMR284W
YJL014W	YLR314C
YPL032C	YPR152C
YBR083W	YPL049C
YJL187C	YNL125C
YGR135W	YNL255C
YBR080C	YLR043C
YDR176W	YMR236W
YNL091W	YNL162W
YCR012W	YPR093C
YER111C	YGR192C
YBR196C	YFR004W
YBR106W	YIL048W
YDR518W	YNL307C
YBR183W	YJR117W
YDL014W	YKL014C
YDL002C	YGR192C
YDR471W	YMR194W
YJL130C	YPR010C
YBR080C	YJL030W
YAL034W-A	YBR211C
YHR197W	YNR053C
YOL133W	YOR326W
YER036C	YFR004W
YIR010W	YKL060C
YBL002W	YDR334W
YPR024W	YPR152C
YDL073W	YER118C
YGR092W	YPR119W
YBR105C	YEL054C
YDR142C	YOR326W
YGL245W	YKL116C
YEL009C	YGR274C
YCR042C	YLL039C
YJL187C	YPL240C
YMR072W	YPR161C
YAL043C	YLL039C
YDL212W	YLR350W
YDR412W	YIL149C
YBR274W	YDR439W
YLR368W	YPR093C
YGR052W	YLL013C
YDR303C	YNL041C
YBR247C	YNL055C
YDR167W	YPR086W
YDL014W	YLL036C
YDL002C	YNL154C
YGL014W	YNL112W
YKR022C	YNL255C
YHR041C	YPL248C
YHR070W	YPL240C
YER058W	YNL255C
YBR142W	YPL141C
YDL100C	YJR040W
YEL042W	YLL039C
YGL011C	YLL039C
YNL255C	YNL293W
YFL038C	YOL018C
YDR130C	YKL054C
YJR066W	YOR035C
YDR167W	YGL112C
YHR135C	YIL091C
YDL156W	YJL173C
YJR014W	YML010W
YIR010W	YJL138C
YFL045C	YML064C
YDR208W	YPR052C
YDR388W	YDR523C
YHL007C	YOL091W
YER111C	YIL050W
YGR232W	YOL117W
YDL005C	YOL135C
YER086W	YJL052W
YLL024C	YOR341W
YAL047C	YDR356W
YDL083C	YLR441C
YDR414C	YNL044W
YER180C	YGL026C
YEL055C	YPL141C
YKL129C	YNL025C
YBR218C	YHR135C
YDR042C	YGL059W
YDR247W	YGR237C
YBR267W	YDR288W
YBR059C	YGR256W
YBR106W	YNL336W
YLL024C	YMR129W
YAL053W	YLR083C
YLL039C	YPL231W
YCR088W	YGL206C
YJL173C	YNL312W
YGL073W	YLL019C
YLR025W	YPL084W
YBR052C	YLL039C
YDR068W	YNL255C
YBR094W	YPL240C
YBR106W	YPR192W
YHR016C	YOR284W
YOL133W	YOR261C
YNL255C	YNL307C
YHR059W	YNL255C
YJR113C	YNL255C
YER022W	YPR056W
YBR194W	YLR044C
YGL180W	YPL181W
YFR052W	YNL103W
YDL088C	YJL039C
YDR116C	YDR405W
YAL013W	YDR207C
YCR042C	YER148W
YHR094C	YMR011W
YLR403W	YNL157W
YER036C	YKL182W
YLL024C	YOL145C
YCL025C	YPL265W
YMR125W	YPL178W
YDR150W	YDR295C
YDR359C	YJL098W
YLR190W	YOR326W
YIR026C	YMR229C
YMR036C	YNL154C
YBL072C	YLR287C-A
YJL184W	YKR038C
YKR020W	YNL255C
YBR194W	YLR342W
YDR170C	YDR388W
YAL030W	YJL036W
YHR058C	YPR168W
YDR122W	YJL187C
YFR014C	YPR187W
YOL013C	YPL240C
YDL208W	YMR049C
YMR315W	YPR152C
YLL036C	YOR290C
YDL209C	YOR148C
YLL039C	YOR353C
YBR058C	YOL006C
YCR084C	YKL213C
YDR244W	YNL044W
YGR252W	YKR095W
YDR227W	YJL019W
YNL113W	YPR161C
YNL255C	YPR103W
YDR356W	YKL042W
YBR106W	YPL264C
YDR388W	YHL032C
YLR207W	YOL013C
YGR217W	YLL039C
YBL072C	YBR031W
YDR329C	YOL147C
YFR004W	YJL088W
YDL156W	YNL307C
YCL027W	YMR140W
YDR001C	YFR014C
YIL127C	YJR105W
YGR167W	YKL135C
YBL079W	YDL116W
YIL016W	YPR198W
YEL054C	YJR145C
YGL180W	YHL019C
YCL057W	YNL064C
YGR124W	YPR145W
YCR086W	YPL233W
YFR031C-A	YMR242C
YFL002C	YGL111W
YAR018C	YPL018W
YAL005C	YOR124C
YMR203W	YPL063W
YCR030C	YMR109W
YDL115C	YGL180W
YDR097C	YNL312W
YJR002W	YPR137W
YDR171W	YGR092W
YFL039C	YNL138W
YDR405W	YLR439W
YBL072C	YMR093W
YDR212W	YGL190C
YJR101W	YOR204W
YBR202W	YGL201C
YGL200C	YJR132W
YDR312W	YPR143W
YKL092C	YLR182W
YJL111W	YNL212W
YER111C	YLR182W
YML065W	YOL127W
YFR014C	YKL151C
YFR032C-A	YMR242C
YEL034W	YPR080W
YGL014W	YNL096C
YDR304C	YHR185C
YDR141C	YJL014W
YFR014C	YMR205C
YLR222C	YPR137W
YHR114W	YIL013C
YJR082C	YLR455W
YDL159W	YMR276W
YJL041W	YMR308C
YER172C	YPL151C
YBR200W	YGR134W
YBR094W	YLR264W
YDL047W	YOR317W
YJL069C	YJR002W
YGL014W	YMR242C
YCR091W	YNL155W
YBR109C	YMR105C
YHR104W	YOL016C
YFR052W	YHR102W
YDR404C	YPL228W
YLL024C	YPR119W
YDR484W	YJL029C
YCR012W	YDR188W
YDR101C	YOR063W
YKR076W	YLL039C
YDR504C	YJL070C
YAL005C	YOR155C
YER173W	YJL014W
YAL048C	YJR009C
YGR082W	YIL035C
YCL011C	YNL253W
YDR331W	YPL227C
YIL095W	YNL272C
YIL016W	YML075C
YDL208W	YER148W
YDR397C	YJL057C
YCR020W-B	YDR520C
YNL216W	YPL075W
YGR085C	YOR117W
YHR117W	YPL240C
YHR114W	YLR081W
YLR071C	YOL135C
YEL055C	YGL043W
YLR167W	YNL255C
YPR019W	YPR135W
YKL035W	YLL039C
YBL067C	YOL087C
YGR038W	YMR296C
YCR077C	YMR002W
YFR031C-A	YGL147C
YGR085C	YKR081C
YDL014W	YMR229C
YIL035C	YPR152C
YJL130C	YKL010C
YJR112W	YOR360C
YDL014W	YGL078C
YBR079C	YIR010W
YDL239C	YPL255W
YDL212W	YGL200C
YBL007C	YNL116W
YBL079W	YLR018C
YML127W	YMR033W
YFR044C	YOL013C
YDR009W	YML051W
YAL016W	YGL190C
YGL212W	YOR036W
YLR168C	YNL255C
YJL138C	YML064C
YDR227W	YML109W
YCL059C	YLL039C
YLR259C	YPL247C
YIL051C	YKR048C
YHR114W	YJL134W
YIL035C	YML069W
YIL108W	YOL126C
YHR114W	YJR090C
YKR099W	YLR359W
YLL039C	YMR036C
YLR332W	YPL004C
YDR009W	YNL229C
YKL092C	YLL039C
YAR007C	YLR304C
YKL014C	YLR249W
YFR004W	YPL096W
YDR227W	YLR293C
YER172C	YML046W
YBR146W	YIL093C
YMR106C	YOR110W
YGL180W	YLR429W
YMR036C	YPR191W
YDR411C	YFR004W
YDR497C	YGR130C
YBR146W	YNL255C
YLR298C	YMR125W
YBR119W	YHR065C
YDL154W	YFL003C
YDL014W	YPL126W
YCL059C	YOL127W
YGR048W	YLR450W
YLR381W	YPL018W
YKR086W	YMR125W
YNL075W	YPR137W
YBR112C	YGL194C
YMR186W	YOR197W
YHL007C	YHR131C
YAR007C	YBL003C
YJL053W	YMR010W
YDL101C	YOL082W
YFR001W	YMR229C
YDR229W	YJL187C
YHR164C	YLR442C
YCR086W	YML109W
YIL118W	YJL085W
YCL054W	YDL031W
YBR109C	YJR104C
YAL055W	YDL100C
YLR029C	YNL069C
YDL111C	YDL165W
YGL025C	YOL135C
YBL003C	YDR303C
YHL007C	YPL201C
YOL018C	YOR320C
YER012W	YGL011C
YJR007W	YMR093W
YDR469W	YHR119W
YDR092W	YER061C
YHL010C	YLR138W
YAR007C	YFL014W
YDR482C	YLL036C
YGR180C	YPL240C
YDR172W	YER148W
YAL016W	YKL080W
YBR090C	YNL255C
YEL032W	YLR103C
YDR303C	YLR321C
YFR052W	YMR106C
YDR212W	YIL142W
YAL035W	YMR194W
YER165W	YNL255C
YDR429C	YOR039W
YFR014C	YLR457C
YDR293C	YNL161W
YKL012W	YLR298C
YFL038C	YNL263C
YBR102C	YIL068C
YOL018C	YPL218W
YGR167W	YJL187C
YBL093C	YNR010W
YBL072C	YOR117W
YGR274C	YKR062W
YDL014W	YNL255C
YFL037W	YOR265W
YGL180W	YHR014W
YDL083C	YIR010W
YGR200C	YIL096C
YNR064C	YOL108C
YDR293C	YLR190W
YJR066W	YKR093W
YFR052W	YKL145W
YLR249W	YLR262C
YEL018W	YPR023C
YDR414C	YHL042W
YML065W	YMR108W
YDL080C	YLL039C
YLL060C	YLR043C
YFL037W	YIR010W
YDR137W	YNL209W
YDL144C	YNL255C
YFL039C	YIL159W
YJR076C	YLR314C
YGL222C	YNL255C
YHR004C	YMR165C
YOR197W	YPR080W
YDL055C	YFR040W
YDR523C	YEL039C
YMR142C	YOL127W
YGR060W	YPL246C
YER162C	YHR039C
YBR247C	YLR186W
YLL026W	YLR357W
YBR189W	YOR117W
YCR091W	YML083C
YNL255C	YNL339C
YDL239C	YML042W
YER162C	YKL005C
YOR197W	YPL240C
YBL050W	YGL095C
YNL255C	YOR252W
YGL036W	YPR041W
YCL052C	YGR281W
YLR117C	YML049C
YOL117W	YPL096W
YBL104C	YDR130C
YER012W	YOR123C
YNL209W	YPR074C
YGL158W	YHR001W
YJL062W	YPL076W
YPL235W	YPR152C
YNL124W	YPL081W
YCL024W	YJR097W
YGL179C	YKR096W
YBL072C	YLR186W
YOR341W	YPR187W
YJR140C	YMR031C
YGL058W	YMR100W
YBR258C	YDR469W
YBL007C	YCR030C
YJR091C	YLL039C
YBL037W	YJR005W
YLR310C	YPL240C
YML065W	YPR183W
YLR203C	YPL004C
YDR152W	YNL255C
YNL255C	YOR223W
YLL048C	YNL238W
YDL239C	YOL091W
YAL018C	YHR114W
YCL024W	YPL240C
YGR142W	YNL255C
YJR002W	YOR004W
YGR112W	YHR051W
YEL060C	YNL106C
YBR082C	YER012W
YGL011C	YIL075C
YDR211W	YFR004W
YLL039C	YNL070W
YIL033C	YKL062W
YFR004W	YML100W
YKL110C	YPL101W
YER043C	YLL039C
YLR181C	YNL255C
YBR183W	YGR284C
YBR251W	YPL240C
YDR200C	YNL127W
YKL065C	YNL048W
YER136W	YFR004W
YIR008C	YNL312W
YER012W	YFR052W
YDR039C	YPL058C
YKL180W	YOL040C
YHR187W	YMR236W
YGR135W	YOL146W
YFL022C	YFR004W
YML065W	YNL301C
YLL039C	YMR162C
YCR073C	YIL051C
YER165W	YHR197W
YBR059C	YJL084C
YDL223C	YNR032C-A
YBL038W	YNL005C
YJR090C	YLR134W
YFR014C	YGL073W
YER026C	YPL076W
YEL017C-A	YGL200C
YKL182W	YPL231W
YER122C	YHR135C
YER022W	YER148W
YJR132W	YOR326W
YAL016W	YMR105C
YBL003C	YPR010C
YHR097C	YLR377C
YAL005C	YBL005W
YDR523C	YGL245W
YLR276C	YML010W
YBR236C	YGR116W
YBR059C	YJL098W
YGL237C	YJR132W
YDR085C	YLR423C
YBL093C	YOL135C
YDL226C	YFR004W
YDL098C	YGR075C
YMR186W	YOR117W
YBR200W	YLL050C
YAL035W	YHR216W
YKR007W	YLL039C
YBR154C	YJL168C
YDR032C	YLR332W
YER141W	YGR112W
